"date","country","cases","deaths"
2020-01-09,"United States",0,0
2020-01-10,"Argentina",0,0
2020-01-10,"Brazil",0,0
2020-01-10,"Colombia",0,0
2020-01-10,"France",0,0
2020-01-10,"Germany",0,0
2020-01-10,"India",0,0
2020-01-10,"Indonesia",0,0
2020-01-10,"Iran",0,0
2020-01-10,"Italy",0,0
2020-01-10,"Mexico",0,0
2020-01-10,"Peru",0,0
2020-01-10,"Poland",0,0
2020-01-10,"Russia",0,0
2020-01-10,"South Africa",0,0
2020-01-10,"Spain",0,0
2020-01-10,"Turkey",0,0
2020-01-10,"Ukraine",0,0
2020-01-10,"United Kingdom",0,0
2020-01-10,"United States",0,0
2020-01-11,"Argentina",0,0
2020-01-11,"Brazil",0,0
2020-01-11,"Colombia",0,0
2020-01-11,"France",0,0
2020-01-11,"Germany",0,0
2020-01-11,"India",0,0
2020-01-11,"Indonesia",0,0
2020-01-11,"Iran",0,0
2020-01-11,"Italy",0,0
2020-01-11,"Mexico",0,0
2020-01-11,"Peru",0,0
2020-01-11,"Poland",0,0
2020-01-11,"Russia",0,0
2020-01-11,"South Africa",0,0
2020-01-11,"Spain",0,0
2020-01-11,"Turkey",0,0
2020-01-11,"Ukraine",0,0
2020-01-11,"United Kingdom",0,0
2020-01-11,"United States",0,0
2020-01-12,"Argentina",0,0
2020-01-12,"Brazil",0,0
2020-01-12,"Colombia",0,0
2020-01-12,"France",0,0
2020-01-12,"Germany",0,0
2020-01-12,"India",0,0
2020-01-12,"Indonesia",0,0
2020-01-12,"Iran",0,0
2020-01-12,"Italy",0,0
2020-01-12,"Mexico",0,0
2020-01-12,"Peru",0,0
2020-01-12,"Poland",0,0
2020-01-12,"Russia",0,0
2020-01-12,"South Africa",0,0
2020-01-12,"Spain",0,0
2020-01-12,"Turkey",0,0
2020-01-12,"Ukraine",0,0
2020-01-12,"United Kingdom",0,0
2020-01-12,"United States",0,0
2020-01-13,"Argentina",0,0
2020-01-13,"Brazil",0,0
2020-01-13,"Colombia",0,0
2020-01-13,"France",0,0
2020-01-13,"Germany",0,0
2020-01-13,"India",0,0
2020-01-13,"Indonesia",0,0
2020-01-13,"Iran",0,0
2020-01-13,"Italy",0,0
2020-01-13,"Mexico",0,0
2020-01-13,"Peru",0,0
2020-01-13,"Poland",0,0
2020-01-13,"Russia",0,0
2020-01-13,"South Africa",0,0
2020-01-13,"Spain",0,0
2020-01-13,"Turkey",0,0
2020-01-13,"Ukraine",0,0
2020-01-13,"United Kingdom",0,0
2020-01-13,"United States",0,0
2020-01-14,"Argentina",0,0
2020-01-14,"Brazil",0,0
2020-01-14,"Colombia",0,0
2020-01-14,"France",0,0
2020-01-14,"Germany",0,0
2020-01-14,"India",0,0
2020-01-14,"Indonesia",0,0
2020-01-14,"Iran",0,0
2020-01-14,"Italy",0,0
2020-01-14,"Mexico",0,0
2020-01-14,"Peru",0,0
2020-01-14,"Poland",0,0
2020-01-14,"Russia",0,0
2020-01-14,"South Africa",0,0
2020-01-14,"Spain",0,0
2020-01-14,"Turkey",0,0
2020-01-14,"Ukraine",0,0
2020-01-14,"United Kingdom",0,0
2020-01-14,"United States",0,0
2020-01-15,"Argentina",0,0
2020-01-15,"Brazil",0,0
2020-01-15,"Colombia",0,0
2020-01-15,"France",0,0
2020-01-15,"Germany",0,0
2020-01-15,"India",0,0
2020-01-15,"Indonesia",0,0
2020-01-15,"Iran",0,0
2020-01-15,"Italy",0,0
2020-01-15,"Mexico",0,0
2020-01-15,"Peru",0,0
2020-01-15,"Poland",0,0
2020-01-15,"Russia",0,0
2020-01-15,"South Africa",0,0
2020-01-15,"Spain",0,0
2020-01-15,"Turkey",0,0
2020-01-15,"Ukraine",0,0
2020-01-15,"United Kingdom",0,0
2020-01-15,"United States",0,0
2020-01-16,"Argentina",0,0
2020-01-16,"Brazil",0,0
2020-01-16,"Colombia",0,0
2020-01-16,"France",0,0
2020-01-16,"Germany",0,0
2020-01-16,"India",0,0
2020-01-16,"Indonesia",0,0
2020-01-16,"Iran",0,0
2020-01-16,"Italy",0,0
2020-01-16,"Mexico",0,0
2020-01-16,"Peru",0,0
2020-01-16,"Poland",0,0
2020-01-16,"Russia",0,0
2020-01-16,"South Africa",0,0
2020-01-16,"Spain",0,0
2020-01-16,"Turkey",0,0
2020-01-16,"Ukraine",0,0
2020-01-16,"United Kingdom",0,0
2020-01-16,"United States",0,0
2020-01-17,"Argentina",0,0
2020-01-17,"Brazil",0,0
2020-01-17,"Colombia",0,0
2020-01-17,"France",0,0
2020-01-17,"Germany",0,0
2020-01-17,"India",0,0
2020-01-17,"Indonesia",0,0
2020-01-17,"Iran",0,0
2020-01-17,"Italy",0,0
2020-01-17,"Mexico",0,0
2020-01-17,"Peru",0,0
2020-01-17,"Poland",0,0
2020-01-17,"Russia",0,0
2020-01-17,"South Africa",0,0
2020-01-17,"Spain",0,0
2020-01-17,"Turkey",0,0
2020-01-17,"Ukraine",0,0
2020-01-17,"United Kingdom",0,0
2020-01-17,"United States",0,0
2020-01-18,"Argentina",0,0
2020-01-18,"Brazil",0,0
2020-01-18,"Colombia",0,0
2020-01-18,"France",0,0
2020-01-18,"Germany",0,0
2020-01-18,"India",0,0
2020-01-18,"Indonesia",0,0
2020-01-18,"Iran",0,0
2020-01-18,"Italy",0,0
2020-01-18,"Mexico",0,0
2020-01-18,"Peru",0,0
2020-01-18,"Poland",0,0
2020-01-18,"Russia",0,0
2020-01-18,"South Africa",0,0
2020-01-18,"Spain",0,0
2020-01-18,"Turkey",0,0
2020-01-18,"Ukraine",0,0
2020-01-18,"United Kingdom",0,0
2020-01-18,"United States",0,0
2020-01-19,"Argentina",0,0
2020-01-19,"Brazil",0,0
2020-01-19,"Colombia",0,0
2020-01-19,"France",0,0
2020-01-19,"Germany",0,0
2020-01-19,"India",0,0
2020-01-19,"Indonesia",0,0
2020-01-19,"Iran",0,0
2020-01-19,"Italy",0,0
2020-01-19,"Mexico",0,0
2020-01-19,"Peru",0,0
2020-01-19,"Poland",0,0
2020-01-19,"Russia",0,0
2020-01-19,"South Africa",0,0
2020-01-19,"Spain",2,0
2020-01-19,"Turkey",0,0
2020-01-19,"Ukraine",0,0
2020-01-19,"United Kingdom",0,0
2020-01-19,"United States",0,0
2020-01-20,"Argentina",0,0
2020-01-20,"Brazil",0,0
2020-01-20,"Colombia",0,0
2020-01-20,"France",0,0
2020-01-20,"Germany",0,0
2020-01-20,"India",0,0
2020-01-20,"Indonesia",0,0
2020-01-20,"Iran",0,0
2020-01-20,"Italy",0,0
2020-01-20,"Mexico",0,0
2020-01-20,"Peru",0,0
2020-01-20,"Poland",0,0
2020-01-20,"Russia",0,0
2020-01-20,"South Africa",0,0
2020-01-20,"Spain",0,0
2020-01-20,"Turkey",0,0
2020-01-20,"Ukraine",0,0
2020-01-20,"United Kingdom",0,0
2020-01-20,"United States",1,0
2020-01-21,"Argentina",0,0
2020-01-21,"Brazil",0,0
2020-01-21,"Colombia",0,0
2020-01-21,"France",0,0
2020-01-21,"Germany",0,0
2020-01-21,"India",0,0
2020-01-21,"Indonesia",0,0
2020-01-21,"Iran",0,0
2020-01-21,"Italy",0,0
2020-01-21,"Mexico",0,0
2020-01-21,"Peru",0,0
2020-01-21,"Poland",0,0
2020-01-21,"Russia",0,0
2020-01-21,"South Africa",0,0
2020-01-21,"Spain",0,0
2020-01-21,"Turkey",0,0
2020-01-21,"Ukraine",0,0
2020-01-21,"United Kingdom",0,0
2020-01-21,"United States",0,0
2020-01-22,"Argentina",0,0
2020-01-22,"Brazil",0,0
2020-01-22,"Colombia",0,0
2020-01-22,"France",0,0
2020-01-22,"Germany",0,0
2020-01-22,"India",0,0
2020-01-22,"Indonesia",0,0
2020-01-22,"Iran",0,0
2020-01-22,"Italy",0,0
2020-01-22,"Mexico",0,0
2020-01-22,"Peru",0,0
2020-01-22,"Poland",0,0
2020-01-22,"Russia",0,0
2020-01-22,"South Africa",0,0
2020-01-22,"Spain",0,0
2020-01-22,"Turkey",0,0
2020-01-22,"Ukraine",0,0
2020-01-22,"United Kingdom",0,0
2020-01-22,"United States",0,0
2020-01-23,"Argentina",0,0
2020-01-23,"Brazil",0,0
2020-01-23,"Colombia",0,0
2020-01-23,"France",0,0
2020-01-23,"Germany",0,0
2020-01-23,"India",0,0
2020-01-23,"Indonesia",0,0
2020-01-23,"Iran",0,0
2020-01-23,"Italy",0,0
2020-01-23,"Mexico",0,0
2020-01-23,"Peru",0,0
2020-01-23,"Poland",0,0
2020-01-23,"Russia",0,0
2020-01-23,"South Africa",0,0
2020-01-23,"Spain",0,0
2020-01-23,"Turkey",0,0
2020-01-23,"Ukraine",0,0
2020-01-23,"United Kingdom",0,0
2020-01-23,"United States",0,0
2020-01-24,"Argentina",0,0
2020-01-24,"Brazil",0,0
2020-01-24,"Colombia",0,0
2020-01-24,"France",0,0
2020-01-24,"Germany",0,0
2020-01-24,"India",0,0
2020-01-24,"Indonesia",0,0
2020-01-24,"Iran",0,0
2020-01-24,"Italy",0,0
2020-01-24,"Mexico",0,0
2020-01-24,"Peru",0,0
2020-01-24,"Poland",0,0
2020-01-24,"Russia",0,0
2020-01-24,"South Africa",0,0
2020-01-24,"Spain",0,0
2020-01-24,"Turkey",0,0
2020-01-24,"Ukraine",0,0
2020-01-24,"United Kingdom",0,0
2020-01-24,"United States",0,0
2020-01-25,"Argentina",0,0
2020-01-25,"Brazil",0,0
2020-01-25,"Colombia",0,0
2020-01-25,"France",0,0
2020-01-25,"Germany",0,0
2020-01-25,"India",0,0
2020-01-25,"Indonesia",0,0
2020-01-25,"Iran",0,0
2020-01-25,"Italy",0,0
2020-01-25,"Mexico",0,0
2020-01-25,"Peru",0,0
2020-01-25,"Poland",0,0
2020-01-25,"Russia",0,0
2020-01-25,"South Africa",0,0
2020-01-25,"Spain",0,0
2020-01-25,"Turkey",0,0
2020-01-25,"Ukraine",0,0
2020-01-25,"United Kingdom",0,0
2020-01-25,"United States",5,0
2020-01-26,"Argentina",0,0
2020-01-26,"Brazil",0,0
2020-01-26,"Colombia",0,0
2020-01-26,"France",3,0
2020-01-26,"Germany",1,3
2020-01-26,"India",0,0
2020-01-26,"Indonesia",0,0
2020-01-26,"Iran",0,0
2020-01-26,"Italy",0,0
2020-01-26,"Mexico",0,0
2020-01-26,"Peru",0,0
2020-01-26,"Poland",0,0
2020-01-26,"Russia",0,0
2020-01-26,"South Africa",0,0
2020-01-26,"Spain",1,0
2020-01-26,"Turkey",0,0
2020-01-26,"Ukraine",0,0
2020-01-26,"United Kingdom",0,0
2020-01-26,"United States",1,0
2020-01-27,"Argentina",0,0
2020-01-27,"Brazil",0,0
2020-01-27,"Colombia",0,0
2020-01-27,"France",0,0
2020-01-27,"Germany",0,0
2020-01-27,"India",0,0
2020-01-27,"Indonesia",0,0
2020-01-27,"Iran",0,0
2020-01-27,"Italy",0,0
2020-01-27,"Mexico",0,0
2020-01-27,"Peru",0,0
2020-01-27,"Poland",0,0
2020-01-27,"Russia",0,0
2020-01-27,"South Africa",0,0
2020-01-27,"Spain",0,0
2020-01-27,"Turkey",0,0
2020-01-27,"Ukraine",0,0
2020-01-27,"United Kingdom",0,0
2020-01-27,"United States",0,0
2020-01-28,"Argentina",0,0
2020-01-28,"Brazil",0,0
2020-01-28,"Colombia",0,0
2020-01-28,"France",0,0
2020-01-28,"Germany",0,0
2020-01-28,"India",0,0
2020-01-28,"Indonesia",0,0
2020-01-28,"Iran",0,0
2020-01-28,"Italy",0,0
2020-01-28,"Mexico",0,0
2020-01-28,"Peru",0,0
2020-01-28,"Poland",0,0
2020-01-28,"Russia",0,0
2020-01-28,"South Africa",0,0
2020-01-28,"Spain",0,0
2020-01-28,"Turkey",0,0
2020-01-28,"Ukraine",0,0
2020-01-28,"United Kingdom",0,0
2020-01-28,"United States",1,0
2020-01-29,"Argentina",0,0
2020-01-29,"Brazil",0,0
2020-01-29,"Colombia",0,0
2020-01-29,"France",0,0
2020-01-29,"Germany",0,0
2020-01-29,"India",0,0
2020-01-29,"Indonesia",0,0
2020-01-29,"Iran",0,0
2020-01-29,"Italy",0,0
2020-01-29,"Mexico",0,0
2020-01-29,"Peru",0,0
2020-01-29,"Poland",0,0
2020-01-29,"Russia",0,0
2020-01-29,"South Africa",0,0
2020-01-29,"Spain",0,0
2020-01-29,"Turkey",0,0
2020-01-29,"Ukraine",0,0
2020-01-29,"United Kingdom",0,0
2020-01-29,"United States",0,0
2020-01-30,"Argentina",0,0
2020-01-30,"Brazil",0,0
2020-01-30,"Colombia",0,0
2020-01-30,"France",0,0
2020-01-30,"Germany",0,0
2020-01-30,"India",1,0
2020-01-30,"Indonesia",0,0
2020-01-30,"Iran",0,0
2020-01-30,"Italy",0,0
2020-01-30,"Mexico",0,0
2020-01-30,"Peru",0,0
2020-01-30,"Poland",0,0
2020-01-30,"Russia",0,0
2020-01-30,"South Africa",0,0
2020-01-30,"Spain",0,0
2020-01-30,"Turkey",0,0
2020-01-30,"Ukraine",0,0
2020-01-30,"United Kingdom",0,0
2020-01-30,"United States",0,0
2020-01-31,"Argentina",0,0
2020-01-31,"Brazil",0,0
2020-01-31,"Colombia",0,0
2020-01-31,"France",0,0
2020-01-31,"Germany",0,0
2020-01-31,"India",4,0
2020-01-31,"Indonesia",0,0
2020-01-31,"Iran",0,0
2020-01-31,"Italy",3,0
2020-01-31,"Mexico",0,0
2020-01-31,"Peru",0,0
2020-01-31,"Poland",0,0
2020-01-31,"Russia",0,0
2020-01-31,"South Africa",0,0
2020-01-31,"Spain",0,0
2020-01-31,"Turkey",0,0
2020-01-31,"Ukraine",0,0
2020-01-31,"United Kingdom",0,0
2020-01-31,"United States",0,0
2020-02-01,"Argentina",0,0
2020-02-01,"Brazil",0,0
2020-02-01,"Colombia",0,0
2020-02-01,"France",0,0
2020-02-01,"Germany",0,0
2020-02-01,"India",0,0
2020-02-01,"Indonesia",0,0
2020-02-01,"Iran",0,0
2020-02-01,"Italy",0,0
2020-02-01,"Mexico",0,0
2020-02-01,"Peru",0,0
2020-02-01,"Poland",0,0
2020-02-01,"Russia",2,0
2020-02-01,"South Africa",0,0
2020-02-01,"Spain",0,0
2020-02-01,"Turkey",0,0
2020-02-01,"Ukraine",0,0
2020-02-01,"United Kingdom",1,1
2020-02-01,"United States",0,0
2020-02-02,"Argentina",0,0
2020-02-02,"Brazil",0,0
2020-02-02,"Colombia",0,0
2020-02-02,"France",3,0
2020-02-02,"Germany",9,3
2020-02-02,"India",0,0
2020-02-02,"Indonesia",0,0
2020-02-02,"Iran",0,0
2020-02-02,"Italy",0,0
2020-02-02,"Mexico",0,0
2020-02-02,"Peru",0,0
2020-02-02,"Poland",0,0
2020-02-02,"Russia",0,0
2020-02-02,"South Africa",0,0
2020-02-02,"Spain",2,0
2020-02-02,"Turkey",0,0
2020-02-02,"Ukraine",0,0
2020-02-02,"United Kingdom",0,0
2020-02-02,"United States",1,0
2020-02-03,"Argentina",0,0
2020-02-03,"Brazil",0,0
2020-02-03,"Colombia",0,0
2020-02-03,"France",0,0
2020-02-03,"Germany",0,0
2020-02-03,"India",1,0
2020-02-03,"Indonesia",0,0
2020-02-03,"Iran",0,0
2020-02-03,"Italy",0,0
2020-02-03,"Mexico",0,0
2020-02-03,"Peru",0,0
2020-02-03,"Poland",0,0
2020-02-03,"Russia",0,0
2020-02-03,"South Africa",0,0
2020-02-03,"Spain",0,0
2020-02-03,"Turkey",0,0
2020-02-03,"Ukraine",0,0
2020-02-03,"United Kingdom",0,0
2020-02-03,"United States",1,0
2020-02-04,"Argentina",0,0
2020-02-04,"Brazil",0,0
2020-02-04,"Colombia",0,0
2020-02-04,"France",0,0
2020-02-04,"Germany",0,0
2020-02-04,"India",4,0
2020-02-04,"Indonesia",0,0
2020-02-04,"Iran",0,0
2020-02-04,"Italy",0,0
2020-02-04,"Mexico",0,0
2020-02-04,"Peru",0,0
2020-02-04,"Poland",0,0
2020-02-04,"Russia",0,0
2020-02-04,"South Africa",0,0
2020-02-04,"Spain",0,0
2020-02-04,"Turkey",0,0
2020-02-04,"Ukraine",0,0
2020-02-04,"United Kingdom",1,1
2020-02-04,"United States",3,0
2020-02-05,"Argentina",0,0
2020-02-05,"Brazil",0,0
2020-02-05,"Colombia",0,0
2020-02-05,"France",0,0
2020-02-05,"Germany",0,0
2020-02-05,"India",0,0
2020-02-05,"Indonesia",0,0
2020-02-05,"Iran",0,0
2020-02-05,"Italy",0,0
2020-02-05,"Mexico",0,0
2020-02-05,"Peru",0,0
2020-02-05,"Poland",0,0
2020-02-05,"Russia",0,0
2020-02-05,"South Africa",0,0
2020-02-05,"Spain",0,0
2020-02-05,"Turkey",0,0
2020-02-05,"Ukraine",0,0
2020-02-05,"United Kingdom",18,0
2020-02-05,"United States",4,0
2020-02-06,"Argentina",0,0
2020-02-06,"Brazil",0,0
2020-02-06,"Colombia",0,0
2020-02-06,"France",0,0
2020-02-06,"Germany",0,0
2020-02-06,"India",0,0
2020-02-06,"Indonesia",0,0
2020-02-06,"Iran",0,0
2020-02-06,"Italy",0,0
2020-02-06,"Mexico",0,0
2020-02-06,"Peru",0,0
2020-02-06,"Poland",0,0
2020-02-06,"Russia",0,0
2020-02-06,"South Africa",0,0
2020-02-06,"Spain",0,0
2020-02-06,"Turkey",0,0
2020-02-06,"Ukraine",0,0
2020-02-06,"United Kingdom",0,0
2020-02-06,"United States",2,0
2020-02-07,"Argentina",0,0
2020-02-07,"Brazil",0,0
2020-02-07,"Colombia",0,0
2020-02-07,"France",0,0
2020-02-07,"Germany",0,0
2020-02-07,"India",0,0
2020-02-07,"Indonesia",0,0
2020-02-07,"Iran",0,0
2020-02-07,"Italy",0,0
2020-02-07,"Mexico",0,0
2020-02-07,"Peru",0,0
2020-02-07,"Poland",0,0
2020-02-07,"Russia",0,0
2020-02-07,"South Africa",0,0
2020-02-07,"Spain",0,0
2020-02-07,"Turkey",0,0
2020-02-07,"Ukraine",0,0
2020-02-07,"United Kingdom",1,0
2020-02-07,"United States",0,0
2020-02-08,"Argentina",0,0
2020-02-08,"Brazil",0,0
2020-02-08,"Colombia",0,0
2020-02-08,"France",0,0
2020-02-08,"Germany",0,0
2020-02-08,"India",0,0
2020-02-08,"Indonesia",0,0
2020-02-08,"Iran",0,0
2020-02-08,"Italy",0,0
2020-02-08,"Mexico",0,0
2020-02-08,"Peru",0,0
2020-02-08,"Poland",0,0
2020-02-08,"Russia",0,0
2020-02-08,"South Africa",0,0
2020-02-08,"Spain",0,0
2020-02-08,"Turkey",0,0
2020-02-08,"Ukraine",0,0
2020-02-08,"United Kingdom",0,0
2020-02-08,"United States",0,0
2020-02-09,"Argentina",0,0
2020-02-09,"Brazil",0,0
2020-02-09,"Colombia",0,0
2020-02-09,"France",6,0
2020-02-09,"Germany",9,0
2020-02-09,"India",0,0
2020-02-09,"Indonesia",0,0
2020-02-09,"Iran",0,0
2020-02-09,"Italy",0,0
2020-02-09,"Mexico",0,0
2020-02-09,"Peru",0,0
2020-02-09,"Poland",0,0
2020-02-09,"Russia",0,0
2020-02-09,"South Africa",0,0
2020-02-09,"Spain",2,0
2020-02-09,"Turkey",0,0
2020-02-09,"Ukraine",0,0
2020-02-09,"United Kingdom",0,0
2020-02-09,"United States",1,0
2020-02-10,"Argentina",0,0
2020-02-10,"Brazil",0,0
2020-02-10,"Colombia",0,0
2020-02-10,"France",0,0
2020-02-10,"Germany",0,0
2020-02-10,"India",0,0
2020-02-10,"Indonesia",0,0
2020-02-10,"Iran",0,0
2020-02-10,"Italy",0,0
2020-02-10,"Mexico",0,0
2020-02-10,"Peru",0,0
2020-02-10,"Poland",0,0
2020-02-10,"Russia",0,0
2020-02-10,"South Africa",0,0
2020-02-10,"Spain",0,0
2020-02-10,"Turkey",0,0
2020-02-10,"Ukraine",0,0
2020-02-10,"United Kingdom",3,0
2020-02-10,"United States",0,0
2020-02-11,"Argentina",0,0
2020-02-11,"Brazil",0,0
2020-02-11,"Colombia",0,0
2020-02-11,"France",0,0
2020-02-11,"Germany",0,0
2020-02-11,"India",0,0
2020-02-11,"Indonesia",0,0
2020-02-11,"Iran",0,0
2020-02-11,"Italy",0,0
2020-02-11,"Mexico",0,0
2020-02-11,"Peru",0,0
2020-02-11,"Poland",0,0
2020-02-11,"Russia",0,0
2020-02-11,"South Africa",0,0
2020-02-11,"Spain",0,0
2020-02-11,"Turkey",0,0
2020-02-11,"Ukraine",0,0
2020-02-11,"United Kingdom",1,0
2020-02-11,"United States",0,0
2020-02-12,"Argentina",0,0
2020-02-12,"Brazil",0,0
2020-02-12,"Colombia",0,0
2020-02-12,"France",0,0
2020-02-12,"Germany",0,0
2020-02-12,"India",0,0
2020-02-12,"Indonesia",0,0
2020-02-12,"Iran",0,0
2020-02-12,"Italy",0,0
2020-02-12,"Mexico",0,0
2020-02-12,"Peru",0,0
2020-02-12,"Poland",0,0
2020-02-12,"Russia",0,0
2020-02-12,"South Africa",0,0
2020-02-12,"Spain",0,0
2020-02-12,"Turkey",0,0
2020-02-12,"Ukraine",0,0
2020-02-12,"United Kingdom",1,0
2020-02-12,"United States",0,0
2020-02-13,"Argentina",0,0
2020-02-13,"Brazil",0,0
2020-02-13,"Colombia",0,0
2020-02-13,"France",0,0
2020-02-13,"Germany",0,0
2020-02-13,"India",0,0
2020-02-13,"Indonesia",0,0
2020-02-13,"Iran",0,0
2020-02-13,"Italy",0,0
2020-02-13,"Mexico",0,0
2020-02-13,"Peru",0,0
2020-02-13,"Poland",0,0
2020-02-13,"Russia",0,0
2020-02-13,"South Africa",0,0
2020-02-13,"Spain",0,0
2020-02-13,"Turkey",0,0
2020-02-13,"Ukraine",0,0
2020-02-13,"United Kingdom",4,0
2020-02-13,"United States",0,0
2020-02-14,"Argentina",0,0
2020-02-14,"Brazil",0,0
2020-02-14,"Colombia",0,0
2020-02-14,"France",0,0
2020-02-14,"Germany",0,0
2020-02-14,"India",0,0
2020-02-14,"Indonesia",0,0
2020-02-14,"Iran",0,0
2020-02-14,"Italy",0,0
2020-02-14,"Mexico",0,0
2020-02-14,"Peru",0,0
2020-02-14,"Poland",0,0
2020-02-14,"Russia",0,0
2020-02-14,"South Africa",0,0
2020-02-14,"Spain",0,0
2020-02-14,"Turkey",0,0
2020-02-14,"Ukraine",0,0
2020-02-14,"United Kingdom",1,0
2020-02-14,"United States",2,0
2020-02-15,"Argentina",0,0
2020-02-15,"Brazil",0,0
2020-02-15,"Colombia",0,0
2020-02-15,"France",0,0
2020-02-15,"Germany",0,0
2020-02-15,"India",0,0
2020-02-15,"Indonesia",0,0
2020-02-15,"Iran",0,0
2020-02-15,"Italy",0,0
2020-02-15,"Mexico",0,0
2020-02-15,"Peru",0,0
2020-02-15,"Poland",0,0
2020-02-15,"Russia",0,0
2020-02-15,"South Africa",0,0
2020-02-15,"Spain",0,0
2020-02-15,"Turkey",0,0
2020-02-15,"Ukraine",0,0
2020-02-15,"United Kingdom",1,0
2020-02-15,"United States",1,0
2020-02-16,"Argentina",0,0
2020-02-16,"Brazil",0,0
2020-02-16,"Colombia",0,0
2020-02-16,"France",0,0
2020-02-16,"Germany",5,0
2020-02-16,"India",0,0
2020-02-16,"Indonesia",0,0
2020-02-16,"Iran",0,0
2020-02-16,"Italy",0,0
2020-02-16,"Mexico",0,0
2020-02-16,"Peru",0,0
2020-02-16,"Poland",0,0
2020-02-16,"Russia",0,0
2020-02-16,"South Africa",0,0
2020-02-16,"Spain",4,1
